Reporting Period	Peer Group Description	Peer Group	UBPSE307	UBPSE318	UBPSE328	UBPSE338	UBPSE332	UBPSE326	UBPSE342	UBPSE316	UBPSE331	UBPSE306	UBPSE311	UBPSE323	UBPSE337	UBPSE325	UBPSE320	UBPSE330	UBPSE336	UBPSHP05	UBPSE329	UBPSE313	UBPSE343	UBPSE335	UBPSE327	UBPSE322	UBPSE339	UBPSE310	UBPSE344	UBPSE308	UBPSE333	UBPSE341	UBPSE304	UBPSE315	UBPSHP06	UBPSE309	UBPSE312	UBPSE314	UBPSE305	UBPSE334	UBPSHP07	UBPSE324	UBPSE319	UBPSE317	UBPSE321	
			CNTRC_FUTFWD_TDER	CNTRC_EQCMHFT_TDER	CNTRC_NEGTOT_TDN34	CR_EXPO_DER_RWADJ	CNTRC_TOT_HFT_T1	CNTRC_1T5YRBC_TDER	EXP_IMPCT_INCNTN34	CNTRC_INRTHFT_TDER	CNTRC_POTOT_T1N034	CNTRC_EQOT_TDER	CNTRC_TOT_PO_TDER	CNTRC_MTMNTR_TDER	CNTRC_90PDBV_T1LRG	CNTRC_LT1YRBC_TDER	CNTRC_INRTNTR_TDER	CNTRC_NEGTOT_TIN34	CNTRC_CR_LOS_T1LRG	NINT RT DRV CNT PCT TOT	CNTRC_POTOT_TDN034	CNTRC_OTC_PO_TDER	NON_IMPCT_INCNTN34	CR_EXPO_DER_T1	CNTRC_OV5YRBC_TDER	CNTRC_EQCMNTR_TDER	CNTRC_CRLOS_RESLRG	CNTRC_OTC_WO_TDER	NET_CHGNT_INCNTN34	CNTRC_TOT_WO_TDER	CNTRC_TOT_NTR_T1	INT_IMPCT_INCNTN34	CNTRC_INTRTE_TDER	CNTRC_TOT_HFT_TDER	HLD TRD NINT RT DRV CNT PCT TOT	CNTRC_EXTR_WO_TDER	CNTRC_EXTR_PO_TDER	CNTRC_TOTSWAP_TDER	CNTRC_FGEX_TDER	CNTRC_MTM_NTR_T1	NTRD NINT RT DRV CNT PCT TOT	CNTRC_RBC_TOT_TDER	CNTRC_TOT_NTR_TDER	CNTRC_FGEXHFT_TDER	CNTRC_FGEXNTR_TDER	
3/31/2018 11:59:59 PM	All Bankers Banks in California	CABKR	0.0000	0.0000	1.1772	19.7909	0.0000	16.0678	0.0000	0.0000	1.2873	0.0000	0.0000	100.0000	0.0000	2.4531	100.0000	0.7409	0.0000	0.0000	2.0453	0.0000	0.0000	1.1217	81.4790	0.0000	0.0000	0.0000	0.0000	0.0000	62.9399	0.0000	100.0000	0.0000	0.0000	0.0000	0.0000	100.0000	0.0000	62.9399	0.0000	99.9999	100.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Bankers Banks in Colorado	COBKR	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Bankers Banks in Kansas	KSBKR	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Bankers Banks in Kentucky	KYBKR	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Bankers Banks in Louisiana	LABKR	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Bankers Banks in Maryland	MDBKR	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Bankers Banks in Minnesota	MNBKR	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Bankers Banks in Missouri	MOBKR	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Bankers Banks in Oklahoma	OKBKR	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Bankers Banks in Pennsylvania	PABKR	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Bankers Banks in Texas	TXBKR	17.3789	0.0000	0.0288	0.3338	0.0000	39.1418	0.0000	0.0000	0.0199	0.0000	4.0707	100.0000	0.0000	11.2728	100.0000	0.0003	0.0000	0.0000	1.5647	0.0000	0.0000	0.0189	23.4851	0.0000	0.0000	10.2868	0.0000	15.9232	1.2735	0.0000	100.0000	0.0000	0.0000	5.6364	4.0707	62.6270	0.0000	1.2735	0.0000	73.8998	100.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Bankers Banks in Virginia	VABKR	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Bankers Banks in Wisconsin	WIBKR	0.0000	0.0000	0.0000	0.0000	0.1972	0.0000	0.0000	100.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.0000	100.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All banks in nation 	NATIONAL	19.5441	0.2573	0.3607	0.0009	0.6459	8.5798	0.0000	8.2381	0.0017	0.0029	0.7265	21.7939	0.0000	18.8700	25.7250	0.0009	0.0000	0.2568	0.8269	0.6155	0.0000	0.0000	14.6721	0.7602	-0.0210	18.6167	0.0000	18.8641	0.0263	0.0000	96.0140	8.7559	0.0005	0.3236	0.2705	32.1114	0.1060	0.1088	0.0164	43.3173	19.7094	0.0170	0.0037	
3/31/2018 11:59:59 PM	All credit card specialty banks	CRC	4.6530	0.0000	0.2823	0.0257	0.0000	35.2171	0.0000	0.0000	0.0030	1.6017	0.0000	100.0000	0.0000	36.8829	68.8599	0.0040	0.0000	31.1400	134.4574	0.0000	0.0000	0.0015	27.8998	1.6017	0.0000	0.0000	0.0000	0.0000	1.0133	0.0000	68.8599	0.0000	0.0000	0.0000	0.0000	95.3469	29.5382	1.1146	31.1400	100.0000	100.0000	0.0000	29.5382	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in Delaware	DECRC	0.1529	0.0000	0.0697	0.0234	0.0000	25.2850	0.0000	0.0000	0.0047	2.1356	0.0000	100.0000	0.0000	39.2825	64.5310	0.0035	0.0000	35.4689	179.1408	0.0000	0.0000	0.0012	35.4324	2.1356	0.0000	0.0000	0.0000	0.0000	2.0551	0.0000	64.5310	0.0000	0.0000	0.0000	0.0000	99.8470	33.3333	2.0551	35.4689	100.0000	100.0000	0.0000	33.3333	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in Florida	FLCRC	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in South Dakota	SDCRC	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in Utah	UTCRC	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
