Reporting Period	Peer Group Description	Peer Group	UBPSFC16	UBPSE530	UBPSE549	UBPS7414	UBPSK265	UBPSE552	UBPSFC18	UBPSFC13	UBPSE531	UBPSFC20	UBPSE544	UBPSK264	UBPSFC15	UBPSE504	UBPSE502	UBPSFC10	UBPSE532	UBPSE535	UBPSE541	UBPSE498	UBPSE550	UBPSE533	UBPSE524	UBPSFC22	UBPSE542	UBPSF896	UBPSE521	UBPSFC17	UBPSE534	UBPSE499	UBPSFC12	UBPSE537	UBPSFC21	UBPSE547	UBPSE503	UBPSFC11	UBPSE536	UBPSE500	UBPSK266	UBPSE523	UBPSFC09	UBPSFC19	UBPSE539	UBPSE545	UBPSE522	UBPSFC08	UBPSE529	UBPSFC14	UBPSE501	UBPSE538	UBPSFC07	UBPSE540	UBPSE546	UBPSE497	UBPSE551	
			LS IND NACCR RTO	LS_FIN_RCV_TOT_LS	LNLS_NPRF_LNLS_ORE	NONCURRENT ASSETS AS PERCENT OF TOTL	:GTY LN LS NONACR PCT TOT LN LS NONA	LN_RESTR_TOT_TOTLN	LS IND 30-89 RTO	AUTO LN TAL DLNQT RTO	LS_FIN_RCV_NCUR_LS	OTHR LS NACCR RTO	LNLS_TOT_PD_30_89	GTY LN LS PD 90MOR PCT TOT LN LS 90M	LS IND 90+ RTO	LN_INV_30_90_TOT	LN_INV_NACCR_TOT	FIN INST LN 30-89 PD RTO	LS_FIN_RCV_PD_3089	LN_NCUR_AG_NPD_30	LNLS_TOT_PD_90_GRS	LN_CMID_NACCR_DOM	LNLS_NCUR_NACCR	LN_AG_PD_90_TOT	LN_CRCD_PD_30_89	OTHR LS 30-89 RTO	LNLS_TOT_NACCR	LN_1T4_FORCL_TOT14	LN_CRCD_PD_90	LS IND TAL DLNQT RTO	LN_NACCR_AG_N34S	LN_CMID_NCUR_TOT	AUTO LN NACCR RTO	LNLS_OTH_PD_90	OTHR LS TAL DLNQT RTO	LNLS_TOT_PD_NACCR	LN_INV_NCUR_TOT	AUTO LN 90+ PD RTO	LN_AG_PD_30_90_TOT	LN_CMID_30_89_TOT	GTY LN LS PD 30-89 PCT TOT LN LS 30-	LN_NCUR_CRCD	FIN INST LN TAL DLNQT RTO	OTHR LS 90+ RTO	LNLS_PD_90_NCUR	LNLS_NCUR_ALWNC	LN_NACCR_CRCD	FIN INST LN NACCR RTO	LS_PD_90_TOT_LS	AUTO LN 30-89 PD RTO	LN_INV_PD_90_TOT	LNLS_OTH_NACCR_TOT	FIN INST LN 90+ PD RTO	LNLS_OTH_PD_30_89	LNLS_NCUR_EQCAP	LN_CMID_TOT_DOM	LNLS_TOT_NCUR	
3/31/2018 11:59:59 PM	All Bankers Banks in California	CABKR	0.0000	0.0000	0.1654	0.1653	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1653	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1653	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	11.6229	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8129	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Bankers Banks in Colorado	COBKR	0.0000	0.0000	1.7077	1.5163	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1757	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.4744	0.0000	0.0000	0.0000	0.0000	1.5163	0.0000	0.0000	0.0000	0.0000	10.4744	0.0000	0.0000	0.0000	1.6921	0.0000	0.0000	1.4976	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	84.2529	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.7220	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Bankers Banks in Kansas	KSBKR	0.0000	0.0000	0.4860	0.0612	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1425	0.0000	0.0000	0.7765	0.0000	0.0000	0.0000	0.0000	0.0612	0.0000	0.0000	0.0000	0.7771	0.0000	0.0000	0.0000	0.3760	0.0000	0.0000	0.0162	0.0000	0.0000	0.0000	0.2037	0.3757	0.0000	0.0000	0.1175	0.0000	0.3760	0.0000	0.0000	0.0000	2.8612	0.0000	0.0000	0.0000	0.0000	0.3757	0.0000	0.0000	0.0000	0.3080	0.0162	0.0000	
3/31/2018 11:59:59 PM	All Bankers Banks in Kentucky	KYBKR	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Bankers Banks in Louisiana	LABKR	0.0000	0.0000	1.8958	1.8958	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5181	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.2814	1.0566	0.0000	0.0000	0.0000	1.8958	0.0000	0.0000	0.0000	0.0000	10.2814	0.0000	0.0000	0.0000	2.4140	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1469	82.8123	0.0000	0.0000	0.0000	0.0000	0.0000	0.1469	0.0000	0.0000	7.9025	0.0000	1.0566	
3/31/2018 11:59:59 PM	All Bankers Banks in Maryland	MDBKR	0.0000	0.0000	1.8582	1.4956	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0025	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.4956	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.4982	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	147.3282	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	14.8958	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Bankers Banks in Minnesota	MNBKR	0.0000	0.0000	0.3059	0.1848	0.0000	0.4364	0.0000	0.0000	0.0000	0.0000	0.0935	0.0000	0.0000	0.8180	0.0000	0.0000	0.0000	0.0000	0.0161	0.0000	0.0256	0.0000	0.0000	0.0000	0.1687	0.0000	0.0000	0.0000	0.0000	0.0957	0.0000	0.0000	0.0000	0.2783	0.3208	0.0000	0.0000	0.0454	0.0000	0.0000	0.0000	0.0000	0.1065	15.0452	0.0000	0.0000	0.0000	0.0000	0.3208	0.1065	0.0000	0.3289	1.1826	0.0957	0.4621	
3/31/2018 11:59:59 PM	All Bankers Banks in Missouri	MOBKR	0.0000	0.0000	0.3295	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Bankers Banks in Oklahoma	OKBKR	0.0000	0.0000	0.0059	0.0059	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7939	0.0000	0.0000	0.2688	0.0000	0.0000	0.0000	0.0000	0.0059	0.0000	0.0000	0.0000	0.3006	0.0000	0.0000	0.0000	1.0020	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7998	0.8960	0.0000	0.0000	0.0000	0.0000	1.0020	0.0000	0.0000	0.0000	0.3985	0.0000	0.0000	0.0000	0.0000	0.8960	0.0000	0.0000	0.0184	0.0282	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Bankers Banks in Pennsylvania	PABKR	0.0000	0.0000	0.3879	0.3879	0.0000	0.3327	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0629	0.0000	0.2008	0.0000	0.0000	0.0000	0.3249	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4599	0.0000	0.3879	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4599	15.6065	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.2666	0.0000	0.5336	
3/31/2018 11:59:59 PM	All Bankers Banks in Texas	TXBKR	0.0000	0.0000	0.2883	0.2883	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5431	0.0000	0.0000	0.6174	0.0000	0.0000	0.0000	0.0000	0.0182	0.0000	0.0128	0.0000	0.6249	0.0000	0.2701	0.0000	0.1738	0.0000	0.0000	0.0480	0.0000	0.0000	0.0000	0.8315	0.1717	0.0000	0.0000	0.3345	0.0000	0.1738	0.0000	0.0000	0.0000	22.2383	0.0000	0.0000	0.0000	0.0000	0.1717	0.0000	0.0000	0.0000	1.1455	0.0480	0.0128	
3/31/2018 11:59:59 PM	All Bankers Banks in Virginia	VABKR	0.0000	0.0000	0.7585	0.7585	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4726	0.0000	0.0000	0.0000	0.7585	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7585	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	33.1621	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.3579	0.0000	0.4726	
3/31/2018 11:59:59 PM	All Bankers Banks in Wisconsin	WIBKR	0.0000	0.0000	1.0564	0.4565	0.0000	0.0000	0.0000	0.0000	2.6209	0.0000	0.2973	0.0000	0.0000	0.2316	0.0000	0.0000	1.7252	0.0000	0.4565	0.0000	0.0000	0.0000	0.2316	0.0000	0.0000	0.0000	0.7464	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7538	0.7464	0.0000	0.0000	0.0000	0.0000	0.7464	0.0000	0.0000	0.0000	23.2006	0.0000	0.0000	2.6209	0.0000	0.7464	0.0000	0.0000	0.0000	2.0945	0.0000	0.0000	
3/31/2018 11:59:59 PM	All banks in nation 	NATIONAL	0.0842	0.0259	1.0485	0.7793	0.6952	0.3121	0.2770	0.1995	0.0450	0.1029	0.6908	0.0330	0.0017	0.7361	0.1647	0.1190	0.0665	0.1751	0.0707	0.5623	0.0874	0.0033	0.7128	0.1425	0.6422	0.0656	0.2341	0.0871	0.1131	0.6749	0.1219	0.0011	0.1281	1.6475	0.2789	0.0197	0.1969	0.4944	0.0968	0.3184	0.5887	0.0012	0.4441	65.8878	0.0052	0.4273	0.0000	0.7084	0.0492	0.1297	0.1613	1.6818	4.4337	0.0199	0.4512	
3/31/2018 11:59:59 PM	All credit card specialty banks	CRC	0.0000	0.0000	2.1031	2.1019	0.0000	1.1538	0.0000	0.0000	0.0000	0.0000	1.8341	0.0000	0.0000	1.8408	0.4531	0.6991	0.0000	0.2678	1.6518	0.5919	0.1905	0.2678	1.8866	0.0000	0.4500	0.0346	1.7372	0.0000	0.0000	1.6803	0.0000	0.1499	0.0000	3.9361	2.1245	0.0000	0.0156	1.4141	0.0000	2.2115	0.4153	0.0000	0.1499	38.3132	0.4743	0.0000	0.0000	0.0000	1.6714	0.0000	0.4153	2.3660	11.5037	1.0884	1.3444	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in Delaware	DECRC	0.0000	0.0000	1.7699	1.7698	0.0000	1.2245	0.0000	0.0000	0.0000	0.0000	1.6156	0.0000	0.0000	1.6171	0.1168	0.2439	0.0000	0.0180	1.6499	0.6215	0.2704	0.0180	1.6024	0.0000	0.1199	0.1038	1.6854	0.0000	0.0000	1.7115	0.0000	0.3616	0.0000	3.3855	1.7716	0.0000	0.0313	1.1240	0.0000	1.8126	0.5421	0.0000	0.3616	38.4316	0.1271	0.0000	0.0000	0.0000	1.6547	0.0000	0.5421	0.3725	10.5978	1.0899	1.4949	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in Florida	FLCRC	0.0000	0.0000	1.2656	1.2656	0.0000	0.1311	0.0000	0.0000	0.0000	0.0000	1.2452	0.0000	0.0000	1.1633	0.0009	0.0000	0.0000	0.0000	1.2648	0.0000	0.0000	0.0000	1.1633	0.0000	0.0007	0.0000	1.2662	0.0000	0.0000	1.2582	0.0000	0.0000	0.0000	2.5108	1.2672	0.0000	0.0000	1.6271	0.0000	1.2672	0.0000	0.0000	0.0000	42.7789	0.0009	0.0000	0.0000	0.0000	1.2662	0.0000	0.0000	0.0000	6.7754	1.2582	0.1311	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in South Dakota	SDCRC	0.0000	0.0000	2.8755	2.8620	0.0000	2.4841	0.0000	0.0000	0.0000	0.0000	1.4909	0.0000	0.0000	1.5607	0.9619	0.0000	0.0000	0.5175	1.9430	0.0000	0.0111	0.5175	1.5636	0.0000	0.9189	0.0000	2.0328	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.3530	2.9910	0.0000	0.0000	0.0000	0.0000	2.9965	0.0000	0.0000	0.0000	52.6895	0.9637	0.0000	0.0000	0.0000	2.0290	0.0000	0.0000	0.0000	9.5833	0.0000	2.4952	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in Utah	UTCRC	0.0000	0.0000	2.5232	2.5232	0.0000	1.1384	0.0000	0.0000	0.0000	0.0000	2.3071	0.0000	0.0000	2.3068	0.8818	1.1544	0.0000	0.0000	1.6415	1.0137	0.2297	0.0000	2.4468	0.0000	0.8817	0.0000	1.7967	0.0000	0.0000	2.3842	0.0000	0.1088	0.0000	4.8304	2.5292	0.0000	0.0000	2.0668	0.0000	2.7261	0.2886	0.0000	0.1088	34.9238	0.9293	0.0000	0.0000	0.0000	1.6474	0.0000	0.2886	0.5104	14.2670	1.3705	1.3681	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in Virginia	VACRC	0.0000	0.0000	1.8210	1.8210	0.0000	0.6257	0.0000	0.0000	0.0000	0.0000	1.7486	0.0000	0.0000	1.8289	0.0268	0.0000	0.0000	0.0000	1.7965	0.0000	0.0845	0.0000	1.8289	0.0000	0.0245	0.0000	1.8813	0.0000	0.0000	0.8737	0.0000	0.0000	0.0000	3.5696	1.9081	0.0000	0.0000	0.8750	0.0000	1.9081	0.0000	0.0000	0.0000	32.5549	0.0268	0.0000	0.0000	0.0000	1.8813	0.0000	0.0000	14.2857	10.7225	0.8737	0.7102	
3/31/2018 11:59:59 PM	All insured commercial banks	COM	0.0967	0.0265	1.0522	0.7703	0.7876	0.2999	0.3180	0.2093	0.0438	0.1068	0.6890	0.0230	0.0020	0.7497	0.1633	0.1213	0.0647	0.1778	0.0734	0.5809	0.0827	0.0035	0.6992	0.1394	0.6318	0.0561	0.2274	0.1000	0.1149	0.7011	0.1267	0.0023	0.1338	1.6353	0.2756	0.0226	0.2007	0.5217	0.1079	0.2957	0.6281	0.0014	0.5486	62.1595	0.0013	0.4587	0.0000	0.7400	0.0512	0.1719	0.1694	1.9453	4.4878	0.0228	0.4365	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Alabama	ALCOM	0.0000	1.8979	1.6125	1.0044	0.0000	0.4008	0.0000	0.5307	1.8979	1.6730	1.0371	0.0118	0.0000	1.1725	0.3479	0.0000	1.4854	0.0107	0.0790	0.5120	0.1098	0.0000	1.1434	0.0017	0.8173	0.0370	0.5674	0.0000	0.0107	0.6794	0.4013	0.0000	1.6730	2.1427	0.4833	0.0385	0.0132	0.7305	0.0169	0.5674	0.0000	0.0000	0.4515	72.8436	0.0000	0.0000	0.0000	1.3585	0.0800	0.2689	0.0000	0.7865	4.6764	0.0624	0.5703	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Alaska	AKCOM	0.0000	0.0000	1.3146	0.7147	9.5680	0.4683	0.0000	0.2177	0.0000	0.0000	0.6572	0.0000	0.0000	0.3406	0.0804	0.0000	0.0000	1.0582	0.0194	1.6758	0.4668	0.0000	1.2842	0.0000	0.6953	0.3891	0.2568	0.0000	1.0582	1.6758	0.2177	0.0000	0.0000	1.3720	0.2332	0.0000	0.0642	0.8291	0.3594	0.2568	0.0000	0.0000	0.0948	45.1788	0.0000	0.0000	0.0000	0.4958	0.1527	0.0948	0.0000	0.0284	3.8902	0.0000	0.9341	
