Reporting Period	Peer Group Description	Peer Group	UBPSE050	UBPSE045	UBPSE059	UBPSE078	UBPSE054	UBPSE079	UBPSL114	UBPSL112	UBPSHR50	UBPSL117	UBPSE057	UBPSE047	UBPSE072	UBPSE068	UBPSL111	UBPSHR49	UBPSE052	UBPSE061	UBPSE073	UBPSE049	UBPSE053	UBPSE066	UBPSE055	UBPSE074	UBPSE064	UBPSL113	UBPSE069	UBPSE058	UBPSE044	UBPSL116	UBPSE067	UBPSE075	UBPSJA34	UBPSE051	UBPSL115	UBPSE062	UBPSE076	UBPSE070	UBPSE056	UBPSE048	UBPSE077	UBPSE065	UBPSE046	UBPSE071	UBPSL110	
			INT_INC_SEC_OTH_GY	LS_INC_GY	EXP_CD_GT100_GY	RET_EARN_GY	FFS_INC_GY	INC_NET_FGN_GY	OTHR TAX EQUIV ADJ 1YR CHG	APPLICABLE INC TAXES 1YR CHG	INT TM DEP $250M 1 YR GRW RT	NET INC DUE TO NCTRL MIN INT 1YR CHG	INT_INC_TOT_TE_GY	LNLS_RCV_INC_GY	SEC_GL_GY	INC_ADJ_OP_GY	EST TAX BENEFIT SCTY 1YR CHG	INT DMSTC DEP ONE YR GRW RT	INC_TE_INV_SEC_GY	EXP_FFP_GY	SEC_GL_AFS_GY	INT_INC_MTG_SEC_GY	BAL_BNK_INT_GY	INT_INC_NET_TE_GY	INC_TRD_ASET_GY	INC_PTAX_NET_OP_GY	EXP_SUBNTD_GY	CURRENT TAX EQUIV ADJ 1YR CHG	OVHD_EXP_GY	INT_EXP_FGN_DEP_GY	LNLS_INT_GY	EXTRAORD ITM OTHR NET INC TX 1YR CHG	NONINT_INC_GY	INC_OP_BEF_XTRA_GY	Unrealized holding gains (losses) on	INC_ST_POL_GY	APPLICABLE INC TAXES (TE) 1YR CHG	INT_EXP_BRWD_GY	INC_NET_GY	PROV_LNLS_GY	INT_INC_OTH_GY	INT_INC_NMBSSEC_GY	DIV_CASH_GY	INT_EXP_TOT_GY	LNLS_TAXEX_INC_GY	INC_PTAX_OP_TE_GY	EST TAX BENEFIT LN 1YR CHG	
3/31/2018 11:59:59 PM	All Bankers Banks in California	CABKR	0.0000	0.0000	0.0000	-6.1185	311.7647	0.0000	0.0000	-42.5870	-50.0000	0.0000	20.6335	20.8096	0.0000	-4.6446	0.0000	122.0183	-6.3392	92.7710	0.0000	-6.3392	71.3684	7.9161	0.0000	-20.3574	0.0000	0.0000	1.1274	0.0000	20.8096	0.0000	-13.8617	-6.1185	0.0000	0.0000	-42.5870	34.6938	-6.1185	0.0000	29.5774	0.0000	0.0000	104.2139	0.0000	-20.3574	0.0000	
3/31/2018 11:59:59 PM	All Bankers Banks in Colorado	COBKR	23.0769	2.0408	0.0000	243.9024	19.5121	0.0000	0.0000	-44.9704	0.0000	0.0000	19.0622	9.3517	0.0000	20.3774	0.0000	17.3361	30.7692	1155.5555	0.0000	30.0000	372.8571	15.2049	0.0000	-20.0795	0.0000	0.0000	18.2002	0.0000	9.4876	0.0000	26.6534	-7.4850	0.0000	0.0000	-44.9704	0.0000	-7.4850	0.0000	10.0000	37.5000	-33.3333	38.5892	0.0000	-20.0795	0.0000	
3/31/2018 11:59:59 PM	All Bankers Banks in Kansas	KSBKR	0.0000	-40.5797	0.0000	64.3765	40.3846	0.0000	0.0000	-2.4390	0.0000	0.0000	15.7441	15.7974	0.0000	1.2131	0.0000	90.3846	0.0000	0.0000	0.0000	0.0000	-66.6666	6.1781	0.0000	40.6599	0.0000	-53.5590	-7.8574	0.0000	19.0151	0.0000	-2.1148	64.3765	0.0000	0.0000	-3.6921	0.0000	64.3765	0.0000	0.0000	0.0000	0.0000	93.8650	-10.0000	40.6599	-53.5590	
3/31/2018 11:59:59 PM	All Bankers Banks in Kentucky	KYBKR	0.0000	0.0000	0.0000	7.5471	-100.0000	0.0000	0.0000	0.0000	0.0000	0.0000	101.2178	11.8469	0.0000	-4.2131	0.0000	0.0000	100.0000	0.0000	0.0000	0.0000	6080.0000	14.1194	0.0000	36.2227	0.0000	-32.5222	-10.3217	0.0000	12.7725	0.0000	-16.1538	7.5471	0.0000	0.0000	490.0998	0.0000	7.5471	0.0000	0.0000	100.0000	0.0000	0.0000	30.7692	36.2227	-32.5222	
3/31/2018 11:59:59 PM	All Bankers Banks in Louisiana	LABKR	-28.3582	0.0000	0.0000	-38.0710	107.8212	0.0000	0.0000	-46.2915	-92.5925	0.0000	8.0087	6.0496	0.0000	-12.9936	-63.0322	-91.1764	-21.2849	130.6896	0.0000	-18.3962	53.1468	-2.3259	0.0000	-40.9606	0.0000	-63.0322	-7.1239	0.0000	6.0496	0.0000	-26.3554	-38.0710	0.0000	-28.3582	-47.6494	16.5217	-38.0710	-71.4285	-8.6956	18.1818	0.0000	102.3319	0.0000	-40.9606	0.0000	
3/31/2018 11:59:59 PM	All Bankers Banks in Maryland	MDBKR	0.0000	0.0000	0.0000	-92.4242	0.0000	0.0000	0.0000	0.0000	75.0000	0.0000	3.3898	-9.8121	0.0000	-18.3246	0.0000	59.3984	53.1250	22.2222	0.0000	62.9629	266.6666	-18.2539	0.0000	-92.4242	0.0000	0.0000	10.1167	0.0000	-9.8121	0.0000	-25.0000	-92.4242	0.0000	0.0000	0.0000	200.0000	-92.4242	0.0000	0.0000	0.0000	0.0000	56.8627	0.0000	-92.4242	0.0000	
3/31/2018 11:59:59 PM	All Bankers Banks in Minnesota	MNBKR	-75.0000	0.0000	0.0000	10.9414	112.1019	0.0000	0.0000	-29.6754	0.0000	0.0000	15.2248	19.2486	0.0000	6.0941	-87.0997	25.1237	-43.4672	358.3333	0.0000	-62.9629	-25.2577	11.7365	0.0000	-6.3800	0.0000	-54.9094	0.6062	0.0000	20.6531	0.0000	-1.8301	10.9414	0.0000	-75.0000	-33.3491	-69.2307	10.9414	0.0000	26.6666	-41.9551	0.0000	37.3348	-11.4285	-6.3800	-54.2963	
3/31/2018 11:59:59 PM	All Bankers Banks in Missouri	MOBKR	-5.5172	0.0000	0.0000	-4700.0000	150.0000	0.0000	0.0000	-44.1747	-28.5714	0.0000	14.2593	19.3364	0.0000	-9.0007	0.0000	64.0000	-3.0769	0.0000	0.0000	-13.3333	-30.1282	10.6399	0.0000	-35.9640	0.0000	-48.3995	5.9631	0.0000	19.5804	0.0000	-27.6344	-32.0410	0.0000	0.0000	-44.2217	0.0000	-32.0410	0.0000	0.0000	1.3333	88.8888	142.0000	0.0000	-35.9640	-48.3995	
3/31/2018 11:59:59 PM	All Bankers Banks in Oklahoma	OKBKR	-100.0000	0.0000	0.0000	-251.7027	55.3846	0.0000	0.0000	-37.4570	0.0000	0.0000	24.3460	6.3899	0.0000	-2.8016	0.0000	27.5303	-14.2857	-17.3076	0.0000	0.0000	16900.0000	8.5808	0.0000	-13.6117	0.0000	-100.0000	0.9946	0.0000	7.3641	0.0000	-10.3915	12.6934	0.0000	0.0000	-41.1060	0.0000	12.6934	-100.0000	44.4444	0.0000	0.0000	117.7257	-100.0000	-13.6117	-100.0000	
3/31/2018 11:59:59 PM	All Bankers Banks in Pennsylvania	PABKR	0.9009	0.0000	0.0000	70.2343	83.9506	0.0000	0.0000	-14.1880	57.5757	-74.3341	44.5611	32.5999	0.0000	34.6147	-58.4065	40.4651	51.8644	102.6315	0.0000	85.5305	143.0769	43.8341	0.0000	20.2366	0.0000	-55.5309	41.8825	0.0000	33.1267	0.0000	27.9207	34.9675	0.0000	-18.8888	-18.2284	26.8817	70.2343	0.0000	113.5135	55.5555	0.0000	47.0383	0.0000	20.2366	-48.7204	
3/31/2018 11:59:59 PM	All Bankers Banks in Texas	TXBKR	0.0000	0.0000	0.0000	171.6417	89.5348	0.0000	0.0000	-25.7971	100.0000	0.0000	12.8411	2.4882	0.0000	0.5504	0.0000	49.9781	21.2673	86.4516	0.0000	21.2673	50.0218	-2.5582	0.0000	4.5591	0.0000	-48.2339	1.0168	0.0000	6.5630	0.0000	1.9415	26.0180	0.0000	0.0000	-35.8630	-18.7692	26.0180	-38.0434	5.4794	0.0000	0.0000	46.6772	8.9382	4.5591	-48.2339	
3/31/2018 11:59:59 PM	All Bankers Banks in Virginia	VABKR	-8.3333	0.0000	0.0000	-80.0000	100.0000	0.0000	0.0000	18.1818	-100.0000	0.0000	13.9361	3.1400	0.0000	-5.4431	0.0000	101.0000	-2.6315	100.0000	0.0000	-22.2222	321.8750	1.6169	0.0000	-128.5714	0.0000	0.0000	-4.8289	0.0000	3.1400	0.0000	-14.4674	-80.0000	0.0000	0.0000	18.1818	0.0000	-80.0000	34.8837	0.0000	1.8181	0.0000	86.7647	0.0000	-128.5714	0.0000	
3/31/2018 11:59:59 PM	All Bankers Banks in Wisconsin	WIBKR	-9.8591	45.2991	0.0000	68.2660	61.6000	0.0000	0.0000	-5.5888	-8.0000	0.0000	58.2206	69.0598	0.0000	3.9545	-53.9136	270.0000	-10.7076	114.8837	0.0000	-14.7058	96.1904	40.5617	0.0000	37.6696	0.0000	-54.1325	-2.4032	0.0000	76.6070	0.0000	-12.6506	68.2660	0.0000	-10.6870	-11.5059	0.0000	68.2660	-68.5534	50.0000	17.4311	0.0000	154.0540	-25.0000	37.6696	-61.2992	
3/31/2018 11:59:59 PM	All banks in nation 	NATIONAL	-0.0397	-10.5983	0.0000	39.7825	89.5373	49.8119	-100.0000	-10.5977	39.9593	8.8874	9.0518	9.0290	-69.3873	6.1246	-50.5124	27.4392	1.4802	39.0025	-42.8466	10.7197	81.7269	6.9663	25.3996	12.8631	-12.4547	-49.2489	5.0270	70.8553	9.2213	-5.5336	4.7355	26.0311	0.0000	-2.9090	-26.8438	42.4926	26.0309	9.6125	27.2140	14.4877	-7.7545	27.5835	4.2065	13.6439	-49.8462	
3/31/2018 11:59:59 PM	All credit card specialty banks	CRC	104.9237	0.0000	0.0000	302.6909	155.6967	214.2940	0.0000	47.4386	34.5916	38.4615	18.2301	17.5960	100.0000	9.4016	-77.2398	57.8954	31.6873	140.2671	1304.8710	73.3608	195.8221	15.1114	0.0000	24.8566	5.9164	-77.2398	15.5545	163.2156	17.5960	0.0000	39.5408	44.3134	0.0000	-57.5675	47.4372	49.3168	44.3141	7.1403	113.6803	8.6486	-22.1094	50.3709	0.0000	24.8526	0.0000	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in Delaware	DECRC	8.6349	0.0000	0.0000	-28.1495	147.9411	0.0000	0.0000	-30.8928	43.5901	0.0000	8.5665	7.4705	100.0000	4.7729	-100.0000	68.9292	28.0447	313.7404	0.0000	30.1087	196.8758	5.5114	0.0000	11.5694	-0.6849	-100.0000	9.3658	0.0000	7.4705	0.0000	79.6972	38.1814	0.0000	-100.0000	-30.8931	6.1617	38.1814	9.6433	78.4584	-11.4910	64.6069	37.9440	0.0000	11.5698	0.0000	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in Florida	FLCRC	10.0000	0.0000	0.0000	129.0836	0.0000	0.0000	0.0000	-39.5348	-58.8235	0.0000	-2.2278	-3.6686	0.0000	-5.7657	0.0000	57.1895	-5.2631	0.0000	0.0000	-22.2222	175.9259	-8.2614	0.0000	-10.0000	0.0000	0.0000	3.3420	0.0000	-3.6686	0.0000	-3.1408	9.3155	0.0000	0.0000	-39.5348	0.0000	9.3155	-30.2816	0.0000	0.0000	-100.0000	49.3617	0.0000	-10.0000	0.0000	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in South Dakota	SDCRC	0.0000	0.0000	0.0000	12.7395	100.0000	0.0000	0.0000	727.1028	-73.3333	0.0000	-3.0792	-3.5991	0.0000	-3.8057	0.0000	5.9846	90.5660	0.0000	0.0000	0.0000	44.0366	-3.9865	0.0000	53.3758	0.0000	0.0000	0.3654	0.0000	-3.5991	0.0000	-2.7159	12.7395	0.0000	0.0000	727.1028	-5.9040	12.7395	-32.6138	700.0000	96.0000	0.0000	4.1607	0.0000	53.3758	0.0000	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in Utah	UTCRC	212.1863	0.0000	0.0000	799.6353	219.1489	100.0000	0.0000	-15.6545	85.7658	0.0000	40.1207	39.9883	0.0000	21.3953	-54.4797	59.1355	33.7131	-100.0000	0.0000	145.3219	218.6190	37.7714	0.0000	26.8189	0.0000	-54.4797	29.8652	163.2156	39.9883	0.0000	25.0772	52.7099	0.0000	-15.1351	-15.6581	127.2067	52.7099	29.5989	-78.3146	-9.7653	-67.6740	73.3032	0.0000	27.0485	0.0000	
3/31/2018 11:59:59 PM	All Credit Card Specialty Banks in Virginia	VACRC	68.2985	0.0000	0.0000	101.8343	0.0000	328.5880	0.0000	20.4470	55.4132	38.4615	11.0896	10.9892	0.0000	8.3166	0.0000	61.4170	12.5835	33.5877	1304.8710	10.8554	272.1014	5.3424	0.0000	76.4930	25.7205	0.0000	10.4685	0.0000	10.9892	0.0000	21.7088	101.8271	0.0000	0.0000	20.4470	43.4889	101.8343	-15.5296	130.6964	16.8185	0.0000	55.5687	0.0000	75.5294	0.0000	
3/31/2018 11:59:59 PM	All insured commercial banks	COM	-0.7813	-10.4562	0.0000	40.3628	89.3543	35.5380	-100.0000	-8.1255	41.6089	6.2176	8.9098	9.2443	-68.1185	6.1072	-50.6233	28.2609	0.6324	39.3585	-44.2408	11.1319	81.1546	6.8318	28.1700	12.4562	-11.7881	-49.3767	4.9847	85.1769	9.4527	-16.0870	4.5912	25.3970	0.0000	-3.0132	-28.5399	41.7836	25.3673	10.4817	26.0934	14.8900	-7.2283	28.4523	4.2597	13.1020	-49.7366	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Alabama	ALCOM	-3.8884	-27.6299	0.0000	61.4369	104.5017	0.0000	0.0000	-10.0012	23.8642	-3.1843	5.6668	7.6579	-76.3659	4.4785	-52.4888	15.6498	-5.1403	58.4563	-50.9128	3.5502	65.9445	4.6363	-99.0740	10.6172	3.1780	-50.0981	4.4877	10.7142	8.0110	0.0000	6.1657	24.0812	0.0000	-6.8918	-27.3543	74.6242	24.1314	36.9335	25.4325	4.4754	-11.0247	14.4350	17.7566	11.0738	-36.7797	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Alaska	AKCOM	9.0641	0.0000	0.0000	77.4815	0.0000	0.0000	0.0000	105.9332	4.9453	-100.0000	6.9563	8.9457	0.0000	3.8175	-50.2520	24.4641	1.2254	453.7037	70.0000	1018.7626	132.1512	5.4946	0.0000	13.5304	0.0000	-49.8727	1.6539	0.0000	9.2540	0.0000	-0.1537	32.8102	0.0000	0.1939	-30.7099	56.0975	33.4445	-65.0856	126.1290	-17.4161	-20.0425	83.6262	2.3329	4.0077	-51.0858	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Arizona	AZCOM	27.8318	546.6216	0.0000	-24.3351	148.7373	0.0000	0.0000	7.0003	62.6561	0.0000	15.4140	11.9969	0.0000	5.0837	-39.5593	34.8649	59.5862	34.3950	175.1640	67.8152	108.1523	14.1843	0.0000	-2.0765	13.9040	-40.0835	9.9731	0.0000	12.1366	0.0000	1.2936	6.7214	0.0000	6.3866	243.7717	337.4275	6.7214	-20.0431	5.0880	8.9035	35.0637	35.1240	-10.1808	-7.5589	-54.5408	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Arkansas	ARCOM	4.1948	-20.7104	0.0000	33.9190	66.5493	0.0000	0.0000	-25.0676	66.2952	-82.1428	8.1622	9.8142	-47.6190	5.0680	-52.9399	29.3321	-3.2739	118.6251	-15.1190	7.2511	101.1028	5.5769	0.0000	6.8572	0.0000	-52.3415	4.1698	0.0000	9.9572	0.0000	4.9792	21.3154	0.0000	0.8651	-37.9502	62.5877	21.3158	9.6066	60.5927	8.1535	-14.7201	28.4875	6.0068	8.5407	-49.2555	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in California	CACOM	9.3067	-10.4382	0.0000	55.1788	145.3634	298.2933	0.0000	-9.2898	82.4876	42.9413	16.3303	15.1987	0.0000	12.4869	-47.9918	37.2964	14.4040	156.6703	52.8274	23.8197	98.4486	14.1500	50.5088	22.6725	-3.9181	-42.4209	9.4179	490.7252	15.3903	-28.3672	11.1526	40.9804	0.0000	2.7693	-12.6426	59.4550	40.8037	41.1404	-13.5188	19.6038	-15.7964	40.0577	49.4798	22.1884	-34.0743	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Colorado	COCOM	12.1745	11.5688	0.0000	32.7867	80.2570	0.0000	0.0000	33.5994	23.2283	-36.6666	14.0472	13.3974	0.0000	12.1121	-45.2242	36.5069	8.9340	-5.9471	-60.7151	20.3763	86.2742	12.3803	0.0000	33.0690	0.0000	-43.9033	7.5761	0.0000	13.7930	0.0000	16.9552	40.9244	0.0000	5.6910	0.2242	9.4494	40.9254	51.7024	31.9167	18.4556	8.8051	40.0920	13.3656	33.6794	-44.2464	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Connecticut	CTCOM	376.7333	88.4434	0.0000	149.6502	194.5075	0.0000	0.0000	97.3603	43.2703	0.0000	10.8932	11.5564	0.0000	7.8255	-55.2632	26.0417	56.4517	95.7155	-32.8517	1.2532	93.8696	7.0699	0.0000	93.9424	25.2009	-23.0321	5.9998	722.2222	11.4817	0.0000	8.3202	115.2215	0.0000	-11.5836	-1.5696	42.6928	115.2215	37.2819	32.0513	74.1922	135.8146	32.6985	141.2328	93.2121	20.3162	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Delaware	DECOM	8.5006	10.9050	0.0000	238.2338	75.6496	0.0000	0.0000	-2.1968	84.5892	-55.5453	29.2900	21.8049	100.0000	19.6511	-55.3317	34.3056	4.2028	443.2867	-53.2053	-7.8613	80.8273	27.0301	-9.6150	123.6261	-55.8220	-6.5644	7.4380	66.0414	22.7906	-92.8270	2.0007	143.4084	0.0000	-1.1392	-2.8628	-9.3350	141.3931	-14.5099	25.5404	54.4478	1.2167	32.0220	91.5320	122.7679	3.5299	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in District of Columbia	DCCOM	-39.0454	-100.0000	0.0000	3.0224	81.9672	0.0000	0.0000	-13.6737	1.5406	90.2777	10.7471	8.3871	0.0000	11.9864	-49.8325	34.3982	6.4981	0.0000	0.0000	30.2289	393.9741	7.7724	0.0000	40.1803	0.0000	-49.8325	8.5998	0.0000	8.4084	0.0000	45.6420	106.5193	0.0000	-2.7777	-12.8745	16.7938	14.9270	85.0000	-18.7500	-15.2158	0.0000	50.3777	0.0000	40.1803	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Florida	FLCOM	10.7983	62.3065	0.0000	20.7193	63.4660	-28.1863	0.0000	-13.9422	46.1897	-100.0000	13.3202	12.7144	-100.0000	9.4279	-45.0144	33.2536	9.2773	75.1018	-2.0950	17.5365	93.9660	10.8813	32.7160	14.9868	0.6410	-42.3792	7.2098	70.6790	12.7912	0.0000	6.2968	28.8066	0.0000	13.0894	-17.8963	40.1471	28.8070	33.7591	31.5481	15.8728	20.7411	31.6117	6.7718	16.7375	-46.2666	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Georgia	GACOM	-1.0269	-3.7320	0.0000	41.8377	65.2651	0.0000	0.0000	-15.5880	43.7335	0.0432	11.3772	10.4707	-100.0000	9.1130	-56.3156	19.2429	4.9834	32.2272	-27.3273	12.1447	85.2358	10.4981	51.9325	22.7802	-10.9190	-55.8672	5.5621	-22.9753	10.5736	0.0000	9.1394	35.4287	0.0000	-13.9517	-36.1944	72.2958	35.4298	7.9124	21.1490	11.9338	-4.5555	19.3896	-14.6094	22.7719	-55.9412	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Guam	GUCOM	0.0000	0.0000	0.0000	136.4209	0.0000	0.0000	0.0000	85.7952	-13.3592	0.0000	18.9421	8.1152	0.0000	13.4117	0.0000	-2.7642	39.0633	0.0000	-284.6153	28.5057	67.0366	19.5331	0.0000	106.7880	0.0000	-57.3267	3.8002	15.8333	8.4986	0.0000	2.0759	118.7827	0.0000	0.0000	82.1857	0.0000	118.7827	131.2236	83.3333	42.5531	3.5070	-0.5751	-13.5593	107.2568	-57.3267	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Hawaii	HICOM	39.0737	-34.7151	0.0000	99.5208	0.0000	-42.8844	0.0000	-31.9314	93.4543	0.0000	8.9326	8.6331	-100.0000	4.8246	-53.9972	56.4214	4.9455	-51.0452	-116.8063	4.9523	106.5393	5.9983	0.0000	-0.0371	0.0000	32.7209	9.0716	51.4629	8.6759	0.0000	-4.4038	16.9620	0.0000	-4.8976	-32.2425	-9.4883	16.9651	-40.8502	50.4215	5.8544	17.3066	42.1045	-3.8775	1.5362	-53.2478	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Idaho	IDCOM	15.4987	-45.7142	0.0000	100.0077	500.6302	0.0000	0.0000	43.4991	48.7996	0.0000	19.3849	17.9523	0.0000	18.0424	-1.3211	24.0640	24.0497	141.5537	-33.3333	34.2643	129.2608	19.2701	0.0000	58.7574	0.0000	0.7246	6.2507	0.0000	18.2255	0.0000	15.2981	76.6881	0.0000	88.5275	23.5007	8.2474	76.6881	30.8181	84.5238	45.5149	-19.0316	20.6864	108.6243	58.6642	7.1355	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Illinois	ILCOM	-1.6073	-8.8269	0.0000	37.5613	86.2205	2025.2259	0.0000	1.5644	36.4700	0.3708	7.5255	8.4355	-83.4951	4.6540	-49.4102	24.4505	0.5438	56.5888	-25.9509	13.4158	67.0966	5.3967	13.5785	10.0547	-2.1897	-49.1580	3.5146	118.2296	8.6178	-100.0000	1.9001	21.5350	0.0000	-0.7428	-27.8200	133.5271	21.4679	7.1293	-11.3209	13.4367	-6.9581	26.6387	-1.3735	10.9868	-49.5783	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Indiana	INCOM	1.5522	23.5165	0.0000	51.6676	138.0918	0.0000	0.0000	-6.5190	43.6236	0.0000	9.7205	10.6903	0.0000	6.9623	-45.1740	33.1126	-0.8861	32.9194	-33.0818	6.0611	81.7625	7.8440	0.0000	9.1200	0.0000	-45.8747	6.1288	312.5000	11.0344	0.0000	5.7894	25.5500	0.0000	4.9842	-31.6042	58.2122	25.1791	19.4117	62.7856	19.5741	-0.6431	31.5818	3.3879	9.1199	-47.4473	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Iowa	IACOM	-3.9501	-14.4494	0.0000	33.9215	105.6624	0.0000	0.0000	-1.7260	49.8017	0.0000	5.3545	7.9125	0.0000	2.1727	-50.9860	26.8527	-7.4296	58.4021	-1.5582	9.5521	49.5162	2.5480	0.0000	1.6799	0.0000	-50.8358	2.7700	0.0000	8.2099	0.0000	2.4385	11.5895	0.0000	-3.7688	-28.6962	25.9247	11.6086	-3.0096	51.5343	8.7653	-13.6264	26.6341	-4.5034	2.6599	-51.8127	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Kansas	KSCOM	-2.6745	-9.4730	0.0000	38.0283	82.6264	0.0000	0.0000	21.3118	59.1669	15.3846	6.8014	7.4190	-10.0000	3.3038	-50.5453	32.5234	-3.9420	50.5726	-48.3905	6.2008	82.9854	4.7032	0.0000	7.4943	0.0000	-49.6838	3.4805	0.0000	7.6034	0.0000	-1.6287	19.0133	0.0000	-4.2501	-20.0925	33.3347	19.0092	-5.0942	15.8819	10.5619	-9.8649	29.4694	-0.7250	8.5427	-47.7988	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Kentucky	KYCOM	-5.8450	8.1602	0.0000	18.4498	85.1687	0.0000	0.0000	-5.3337	25.7857	0.0000	4.8089	6.6647	-53.3333	2.8563	-54.3248	21.6650	-5.5687	67.4277	-72.9485	2.1759	89.4711	2.9911	0.0000	6.1177	0.0000	-51.8782	3.5250	0.0000	6.8479	0.0000	3.9138	18.7354	0.0000	-11.5935	-34.8912	19.5189	18.7354	-9.6118	32.2480	10.0492	-6.9759	20.6520	3.9154	6.7734	-47.3024	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Louisiana	LACOM	-6.2940	35.2139	0.0000	30.7134	126.5550	0.0000	0.0000	-28.8674	41.2070	0.0000	8.0510	8.9784	-100.0000	5.3361	-52.1960	29.5702	-4.4812	42.5955	-84.8227	6.5136	84.6729	6.0992	0.0000	7.5739	0.0000	-52.7549	5.7870	0.0000	9.1133	0.0000	2.7343	19.5459	0.0000	-6.3840	-44.1068	38.9071	19.5459	24.4503	59.1328	13.6779	-8.7458	30.0760	-9.3149	8.3889	-58.1954	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Maine	MECOM	22.5395	0.0000	0.0000	60.7629	-26.6666	0.0000	0.0000	-12.4249	157.6558	0.0000	9.8883	10.8506	0.0000	5.5443	-33.8235	35.3631	1.9912	76.2101	-33.3333	-5.2713	135.7657	5.4865	0.0000	25.5330	13.5593	-48.0428	1.0653	0.0000	11.0643	0.0000	10.2302	48.1470	0.0000	30.1766	-16.9457	119.6618	48.1470	-57.4031	7461.4471	24.3236	95.1556	40.3075	10.1541	25.9549	-44.2726	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Maryland	MDCOM	12.9132	140.0588	0.0000	27.4881	40.1385	0.0000	0.0000	-14.2913	32.5805	0.0000	13.7910	13.1719	57.1428	12.0743	-47.4333	30.1478	8.7412	39.0649	2802.4189	24.6857	142.2339	11.7152	0.0000	11.4740	-49.2324	-47.4967	14.1714	0.0000	13.2966	0.0000	15.1683	9.4020	0.0000	-13.2960	-20.0830	178.3414	9.4020	53.0565	26.6821	28.3600	-11.1001	33.4820	10.5921	10.8397	-45.1017	
